2007-09-19 02:00:00,18
2007-09-19 02:00:01,24
2007-09-19 02:00:02,16
2007-09-19 02:00:03,18
2007-09-19 02:00:04,24
2007-09-19 02:00:05,24
2007-09-19 02:00:06,20
2007-09-19 02:00:07,19
2007-09-19 02:00:08,21
2007-09-19 02:00:09,23
2007-09-19 02:00:10,20
2007-09-19 02:00:11,27
2007-09-19 02:00:12,22
2007-09-19 02:00:13,28
2007-09-19 02:00:14,27
2007-09-19 02:00:15,15
2007-09-19 02:00:16,18
2007-09-19 02:00:17,30
2007-09-19 02:00:18,29
2007-09-19 02:00:19,23
2007-09-19 02:00:20,19
2007-09-19 02:00:21,20
2007-09-19 02:00:22,16
2007-09-19 02:00:23,16
2007-09-19 02:00:24,26
2007-09-19 02:00:25,22
2007-09-19 02:00:26,22
2007-09-19 02:00:27,21
2007-09-19 02:00:28,19
2007-09-19 02:00:29,22
2007-09-19 02:00:30,32
2007-09-19 02:00:31,21
2007-09-19 02:00:32,23
2007-09-19 02:00:33,29
2007-09-19 02:00:34,22
2007-09-19 02:00:35,25
2007-09-19 02:00:36,31
2007-09-19 02:00:37,17
2007-09-19 02:00:38,20
2007-09-19 02:00:39,25
2007-09-19 02:00:40,21
2007-09-19 02:00:41,16
2007-09-19 02:00:42,16
2007-09-19 02:00:43,19
2007-09-19 02:00:44,24
2007-09-19 02:00:45,18
2007-09-19 02:00:46,19
2007-09-19 02:00:47,24
2007-09-19 02:00:48,19
2007-09-19 02:00:49,26
2007-09-19 02:00:50,26
2007-09-19 02:00:51,23
2007-09-19 02:00:52,24
2007-09-19 02:00:53,32
2007-09-19 02:00:54,27
2007-09-19 02:00:55,29
2007-09-19 02:00:56,24
2007-09-19 02:00:57,36
2007-09-19 02:00:58,23
2007-09-19 02:00:59,16
2007-09-19 02:01:00,28
2007-09-19 02:01:01,20
2007-09-19 02:01:02,23
2007-09-19 02:01:03,23
2007-09-19 02:01:04,26
2007-09-19 02:01:05,22
2007-09-19 02:01:06,29
2007-09-19 02:01:07,16
2007-09-19 02:01:08,19
2007-09-19 02:01:09,32
2007-09-19 02:01:10,18
2007-09-19 02:01:11,23
2007-09-19 02:01:12,26
2007-09-19 02:01:13,25
2007-09-19 02:01:14,22
2007-09-19 02:01:15,28
2007-09-19 02:01:16,23
2007-09-19 02:01:17,28
2007-09-19 02:01:18,26
2007-09-19 02:01:19,26
2007-09-19 02:01:20,23
2007-09-19 02:01:21,24
2007-09-19 02:01:22,23
2007-09-19 02:01:23,21
2007-09-19 02:01:24,25
2007-09-19 02:01:25,25
2007-09-19 02:01:26,36
2007-09-19 02:01:27,15
2007-09-19 02:01:28,15
2007-09-19 02:01:29,27
2007-09-19 02:01:30,24
2007-09-19 02:01:31,19
2007-09-19 02:01:32,27
2007-09-19 02:01:33,38
2007-09-19 02:01:34,18
2007-09-19 02:01:35,21
2007-09-19 02:01:36,20
2007-09-19 02:01:37,28
2007-09-19 02:01:38,17
2007-09-19 02:01:39,22
2007-09-19 02:01:40,27
2007-09-19 02:01:41,19
2007-09-19 02:01:42,21
2007-09-19 02:01:43,17
2007-09-19 02:01:44,51
2007-09-19 02:01:45,34
2007-09-19 02:01:46,25
2007-09-19 02:01:47,23
2007-09-19 02:01:48,24
2007-09-19 02:01:49,28
2007-09-19 02:01:50,24
2007-09-19 02:01:51,24
2007-09-19 02:01:52,22
2007-09-19 02:01:53,21
2007-09-19 02:01:54,25
2007-09-19 02:01:55,31
2007-09-19 02:01:56,32
2007-09-19 02:01:57,24
2007-09-19 02:01:58,20
2007-09-19 02:01:59,21
2007-09-19 02:02:00,23
2007-09-19 02:02:01,25
2007-09-19 02:02:02,29
2007-09-19 02:02:03,16
2007-09-19 02:02:04,20
2007-09-19 02:02:05,33
2007-09-19 02:02:06,24
2007-09-19 02:02:07,27
2007-09-19 02:02:08,26
2007-09-19 02:02:09,31
2007-09-19 02:02:10,13
2007-09-19 02:02:11,27
2007-09-19 02:02:12,25
2007-09-19 02:02:13,30
2007-09-19 02:02:14,26
2007-09-19 02:02:15,25
2007-09-19 02:02:16,14
2007-09-19 02:02:17,22
2007-09-19 02:02:18,23
2007-09-19 02:02:19,23
2007-09-19 02:02:20,16
2007-09-19 02:02:21,21
2007-09-19 02:02:22,17
2007-09-19 02:02:23,17
2007-09-19 02:02:24,18
2007-09-19 02:02:25,20
2007-09-19 02:02:26,26
2007-09-19 02:02:27,23
2007-09-19 02:02:28,25
2007-09-19 02:02:29,22
